3636001188033653,3636001203454724,3636001203971429,3636001224313277,3636001224534774,3636001224668493,3636001262000925,1,7,7,1,0
3636001367319966,3636001376900631,3636001377292257,3636001383533529,3636001383668887,3636001383770276,3636001409225048,1,7,7,0,0
3636001434856548,3636001436519830,3636001436884806,3636001442936060,3636001443060619,3636001443158308,3636001466743870,1,7,7,0,0
3636001490794008,3636001492472859,3636001492833025,3636001499031168,3636001499157816,3636001499254345,3636001523004156,1,7,7,0,0
3636001546604708,3636001548294580,3636001548652566,3636001554679840,3636001554806659,3636001554905798,3636001578273093,1,7,7,0,0
3636001600833656,3636001602463979,3636001602825185,3636001608857219,3636001608984487,3636001609080686,3636001632410782,1,7,7,0,0
3636001653891067,3636001655505490,3636001655863256,3636001661852270,3636001661979679,3636001662075878,3636001685468773,1,7,7,0,0
3636001712751106,3636001714541986,3636001714899152,3636001720907887,3636001721036666,3636001721133745,3636001744482180,1,7,7,0,0
3636001766378322,3636001767989334,3636001768369060,3636001774432804,3636001774560433,3636001774656322,3636001798092546,1,7,7,0,0
3636001819529413,3636001821169965,3636001821537511,3636001827586325,3636001827715874,3636001827811193,3636001851355036,1,7,7,0,0
3636002241325959,3636002243579774,3636002243954280,3636002250368800,3636002250499069,3636002250597198,3636002275042761,1,7,7,1,0
3636002296062182,3636002297695415,3636002298058721,3636002304126974,3636002304259643,3636002304356822,3636002327722647,1,7,7,0,0
3636002351762586,3636002353408638,3636002353766814,3636002359751769,3636002359877497,3636002359972506,3636002383372401,1,7,7,0,0
3636002406474680,3636002408121282,3636002408499438,3636002414467943,3636002414595551,3636002414690870,3636002438177924,1,7,7,0,0
3636002459886748,3636002461532500,3636002461898156,3636002467757732,3636002467879611,3636002467964750,3636002491300786,1,7,7,0,0
3636002526852038,3636002528650769,3636002529033885,3636002535135688,3636002535266047,3636002535362296,3636002559242416,1,7,7,0,0
3636002579569534,3636002581222046,3636002581583002,3636002587520408,3636002587652266,3636002587749095,3636002611268669,1,7,7,0,0
3636002631823895,3636002633465067,3636002633818973,3636002639832688,3636002639959526,3636002640074775,3636002663606369,1,7,7,0,0
3636002683624931,3636002685280343,3636002685637599,3636002691560625,3636002691688094,3636002691786143,3636002715266637,1,7,7,0,0
3636002735705005,3636002737343728,3636002737705834,3636002743713398,3636002743843897,3636002743938916,3636002767404591,1,7,7,0,0
3636002787371044,3636002789002916,3636002789364982,3636002795276888,3636002795402677,3636002795501136,3636002819109319,1,7,7,0,0
3636002839250650,3636002840895122,3636002841255168,3636002847191954,3636002847323222,3636002847419901,3636002871028155,1,7,7,0,0
3636002891732890,3636002893367262,3636002893731498,3636002899799702,3636002899929451,3636002900039329,3636002923683022,1,7,7,0,0
3636003309029665,3636003315930270,3636003316324615,3636003322842405,3636003322971413,3636003323069032,3636003348542975,1,7,7,1,0
3636003372372086,3636003374079228,3636003374466483,3636003380614087,3636003380749505,3636003380848324,3636003405305628,1,7,7,0,0
3636003428090441,3636003429809222,3636003430176948,3636003436315841,3636003436455240,3636003436586718,3636003460653777,1,7,7,0,0
3636003481240993,3636003482951874,3636003483329260,3636003489471644,3636003489607162,3636003489708331,3636003513910138,1,7,7,0,0
3636003537986556,3636003539645378,3636003540025984,3636003546074858,3636003546205537,3636003546306696,3636003570223236,1,7,7,0,0
3636003590487746,3636003592143648,3636003592510914,3636003598518689,3636003598647417,3636003598744606,3636003622522788,1,7,7,0,0
3636003642897836,3636003644601138,3636003644958174,3636003650942559,3636003651070367,3636003651166236,3636003674962388,1,7,7,0,0
3636003695688713,3636003697353265,3636003697726251,3636003703827925,3636003703959104,3636003704077692,3636003727985943,1,7,7,0,0
3636003749561259,3636003751201511,3636003751571067,3636003757694931,3636003757824860,3636003757922538,3636003781688851,1,7,7,0,0
3636003803919620,3636003805574472,3636003805935848,3636003812055341,3636003812189170,3636003812289799,3636003836148050,1,7,7,0,0
3636003858686786,3636003860363718,3636003860726524,3636003866905957,3636003867034435,3636003867133064,3636003891393781,1,7,7,0,0
3636003913242384,3636003914933016,3636003915308172,3636003921547944,3636003921679313,3636003921779792,3636003945903220,1,7,7,0,0
3636003967615555,3636003969276057,3636003969647833,3636003975761216,3636003975894265,3636003975990624,3636003999790876,1,7,7,0,0
3636005245589761,3636005248079224,3636005248466550,3636005254897421,3636005255026909,3636005255125458,3636005280087438,1,7,7,1,0
3636005656858222,3636005658583853,3636005658964449,3636005665429209,3636005665555868,3636005665651437,3636005689150493,1,7,7,1,0
3636006073621463,3636006075406424,3636006075799819,3636006082293679,3636006082421268,3636006082518237,3636006106174182,1,7,7,1,0
3636006466292314,3636006467917367,3636006468246823,3636006474006281,3636006474122980,3636006474203289,3636006499072110,1,7,7,1,0
3636006880386339,3636006890641359,3636006891026745,3636006904890306,3636006905073704,3636006905190092,3636006940777259,2,14,14,1,0
3636007726256861,3636007735398602,3636007735764508,3636007744224238,3636007744353796,3636007744451335,3636007768908992,2,14,14,1,0
3636008226235818,3636008228232886,3636008228720301,3636008240851431,3636008241071078,3636008241202447,3636008273594049,4,28,28,1,0
3636008707011092,3636008708962581,3636008709414647,3636008721499727,3636008721698835,3636008721828334,3636008757985866,6,42,42,1,0
3636009174445361,3636009176419219,3636009176890424,3636009183903959,3636009184126797,3636009184258875,3636009215639849,8,56,56,1,0
3636009654778830,3636009656753089,3636009657209394,3636009669283005,3636009669492023,3636009669624611,3636009702438240,10,70,70,1,0
3636010120496778,3636010122442547,3636010122896842,3636010130677169,3636010130877037,3636010131009386,3636010160756107,12,84,84,1,0
3636010603316223,3636010609968552,3636010610352558,3636010621185782,3636010621291991,3636010621405699,3636010647046995,12,84,84,1,0
3636010725502567,3636010727171910,3636010727543916,3636010733745769,3636010733841278,3636010733946017,3636010758243548,12,84,84,0,0
3636010805424394,3636010807262255,3636010807627881,3636010813766795,3636010813864444,3636010813971473,3636010837875098,12,84,84,0,0
3636010870131504,3636010871959894,3636010872359020,3636010878482104,3636010878574954,3636010878679522,3636010902581317,12,84,84,0,0
3636010934189380,3636010935812453,3636010936199828,3636010942361023,3636010942457062,3636010942560961,3636010966413006,12,84,84,0,0
