3610003659875801,3610003669450758,3610003669559089,3610003670257374,3610003671828755,3610003671859405,3610003681650284,3610004240430872,3610004240447262,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3610004241398349,3610004241567300,3610004241570200,3610004241571980,3610004241694181,3610004241716531,3610004241799292,3610004241849062,3610004241857232,0,16,128,4,model.layers.2.self_attn.attn
3610004242581157,3610004242741928,3610004242743058,3610004242744408,3610004242829929,3610004242842499,3610004243169791,3610004243172761,3610004243178991,0,16,128,128,model.layers.3.self_attn.attn
3610004243840806,3610004243994717,3610004243995887,3610004243996607,3610004244100118,3610004244111708,3610004244430930,3610004244433390,3610004244439780,0,16,128,1,model.layers.0.self_attn.swa_cache
3610004245058625,3610004245210386,3610004245211416,3610004245212046,3610004245305016,3610004245316576,3610004245390007,3610004245391997,3610004245398597,0,16,128,1,model.layers.1.self_attn.swa_cache
3610004246114472,3610004246237983,3610004246238793,3610004246239463,3610004246332484,3610004246343194,3610004246413864,3610004246415804,3610004246422114,0,16,128,1,model.layers.2.self_attn.compressor.state_cache
3610004246913078,3610004247064649,3610004247065879,3610004247066599,3610004247148569,3610004247159169,3610004247235700,3610004247237340,3610004247243240,0,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610004247929075,3610004248089016,3610004248090126,3610004248090816,3610004248176027,3610004248187407,3610004248258797,3610004248260437,3610004248266707,0,16,128,1,model.layers.3.self_attn.compressor.state_cache
3610004964395402,3610004964912686,3610004964989986,3610004965275949,3610004965373239,3610004965388829,3610004965665221,3610005353780265,3610005353794795,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3610005355633038,3610005356373043,3610005356477344,3610005356876036,3610005357012307,3610005357031718,3610005357371940,3610005358191386,3610005358201016,1,16,128,4,model.layers.2.self_attn.attn
3610005359844697,3610005360499212,3610005360596993,3610005360920755,3610005361045886,3610005361062216,3610005361399238,3610005361402378,3610005361410068,1,16,128,128,model.layers.3.self_attn.attn
3610005362839638,3610005363305872,3610005363380412,3610005363628704,3610005363721075,3610005363733855,3610005363950906,3610005363953766,3610005363959156,1,16,128,1,model.layers.0.self_attn.swa_cache
3610005365162685,3610005365610748,3610005365682148,3610005365922820,3610005366014491,3610005366027251,3610005366258183,3610005366260533,3610005366266163,1,16,128,1,model.layers.1.self_attn.swa_cache
3610005367414301,3610005367865224,3610005367949234,3610005368191936,3610005368282417,3610005368294157,3610005368513128,3610005368515378,3610005368521158,1,16,128,1,model.layers.2.self_attn.compressor.state_cache
3610005369563426,3610005370024719,3610005370101130,3610005370322081,3610005370413072,3610005370423852,3610005370658654,3610005370660954,3610005370666184,1,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
