3610003623896537,3610003633790577,3610003633893718,3610003634579453,3610003636120863,3610003636150084,3610003645129547,3610004155426753,3610004155443453,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3610004156525921,3610004156700352,3610004156703292,3610004156704832,3610004156855053,3610004156877863,3610004156967394,3610004157022324,3610004157031094,0,16,128,4,model.layers.2.self_attn.attn
3610004157836310,3610004157985511,3610004157986891,3610004157987681,3610004158080162,3610004158093602,3610004158451414,3610004158454584,3610004158460854,0,16,128,128,model.layers.3.self_attn.attn
3610004159182749,3610004159336990,3610004159338281,3610004159339271,3610004159432661,3610004159446171,3610004159763654,3610004159766694,3610004159773064,0,16,128,1,model.layers.0.self_attn.swa_cache
3610004160454388,3610004160608129,3610004160609349,3610004160610059,3610004160703670,3610004160716490,3610004160796961,3610004160799261,3610004160806881,0,16,128,1,model.layers.1.self_attn.swa_cache
3610004161647497,3610004161800278,3610004161801488,3610004161802298,3610004161894989,3610004161906659,3610004161981259,3610004161983229,3610004161990249,0,16,128,1,model.layers.2.self_attn.compressor.state_cache
3610004162544193,3610004162693324,3610004162694424,3610004162695194,3610004162799655,3610004162811685,3610004162886946,3610004162888926,3610004162895466,0,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610004163691701,3610004163840082,3610004163841342,3610004163842132,3610004163943303,3610004163955333,3610004164044434,3610004164046554,3610004164053314,0,16,128,1,model.layers.3.self_attn.compressor.state_cache
3610004961424151,3610004962014856,3610004962094596,3610004962433478,3610004962543219,3610004962560139,3610004962863022,3610005350980285,3610005350999575,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3610005353550883,3610005354537200,3610005354678181,3610005355269675,3610005355472717,3610005355500087,3610005356033831,3610005357148138,3610005357162768,1,16,128,4,model.layers.2.self_attn.attn
3610005358694669,3610005359170053,3610005359243143,3610005359495545,3610005359596006,3610005359608646,3610005359856507,3610005359858897,3610005359864558,1,16,128,128,model.layers.3.self_attn.attn
3610005361137046,3610005361606610,3610005361683110,3610005361935842,3610005362037593,3610005362048823,3610005362297455,3610005362300185,3610005362306195,1,16,128,1,model.layers.0.self_attn.swa_cache
3610005363536893,3610005363997917,3610005364086967,3610005364336699,3610005364458150,3610005364469560,3610005364711552,3610005364713922,3610005364720132,1,16,128,1,model.layers.1.self_attn.swa_cache
3610005365926160,3610005366389903,3610005366471394,3610005366716636,3610005366815596,3610005366827147,3610005367068748,3610005367071108,3610005367076738,1,16,128,1,model.layers.2.self_attn.compressor.state_cache
3610005368198366,3610005368669450,3610005368743160,3610005368999652,3610005369101793,3610005369113233,3610005369361424,3610005369364044,3610005369370094,1,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610005370636213,3610005371102367,3610005371172407,3610005371417459,3610005371516160,3610005371527770,3610005371774081,3610005371776621,3610005371782921,1,16,128,1,model.layers.3.self_attn.compressor.state_cache
3610006163890298,3610006168873733,3610006168961204,3610006169346367,3610006169538418,3610006169555558,3610006170055362,3610006171102309,3610006171112269,1,15,120,4,model.layers.2.self_attn.indexer.k_cache
3610006171821134,3610006171983465,3610006171984615,3610006171985345,3610006172102336,3610006172117356,3610006172201787,3610006172251607,3610006172259637,0,15,120,4,model.layers.2.self_attn.attn
3610006173017192,3610006173184984,3610006173186354,3610006173187104,3610006173281624,3610006173295784,3610006173667017,3610006173670197,3610006173677277,0,15,120,128,model.layers.3.self_attn.attn
3610006174447692,3610006174606224,3610006174607304,3610006174608044,3610006174703004,3610006174715014,3610006175064547,3610006175067647,3610006175074407,0,15,120,1,model.layers.0.self_attn.swa_cache
3610006175783022,3610006175948583,3610006175949833,3610006175950503,3610006176058324,3610006176071074,3610006176150324,3610006176152164,3610006176159294,0,15,120,1,model.layers.1.self_attn.swa_cache
3610006177036221,3610006177191922,3610006177193262,3610006177194042,3610006177287022,3610006177298633,3610006177377103,3610006177378983,3610006177385863,0,15,120,1,model.layers.2.self_attn.compressor.state_cache
3610006177955807,3610006178121338,3610006178122648,3610006178123288,3610006178217459,3610006178229429,3610006178300890,3610006178302810,3610006178309180,0,15,120,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610006179151996,3610006179311277,3610006179312547,3610006179313437,3610006179409277,3610006179420677,3610006179500358,3610006179502488,3610006179509658,0,15,120,1,model.layers.3.self_attn.compressor.state_cache
3610006577339648,3610006577916262,3610006577992023,3610006578332815,3610006578450006,3610006578465476,3610006578761218,3610006636247143,3610006636257153,1,15,120,4,model.layers.2.self_attn.indexer.k_cache
3610006637719023,3610006638268237,3610006638346858,3610006638674500,3610006638786141,3610006638800511,3610006639067353,3610006639682467,3610006639690497,1,15,120,4,model.layers.2.self_attn.attn
3610006640989016,3610006641503680,3610006641582521,3610006641840752,3610006641944503,3610006641959433,3610006642219935,3610006642223425,3610006642230205,1,15,120,128,model.layers.3.self_attn.attn
3610006643487394,3610006643978637,3610006644082558,3610006644346140,3610006644448041,3610006644459951,3610006644712133,3610006644715023,3610006644721053,1,15,120,1,model.layers.0.self_attn.swa_cache
3610006645981272,3610006646473965,3610006646550686,3610006646807097,3610006646909748,3610006646922368,3610006647186420,3610006647189410,3610006647196270,1,15,120,1,model.layers.1.self_attn.swa_cache
3610006648458809,3610006648950642,3610006649026303,3610006649280945,3610006649383815,3610006649396336,3610006649656067,3610006649659267,3610006649665737,1,15,120,1,model.layers.2.self_attn.compressor.state_cache
3610006650785405,3610006651272899,3610006651347539,3610006651599741,3610006651698722,3610006651710552,3610006651966294,3610006651968834,3610006651974804,1,15,120,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610006653264453,3610006653757716,3610006653831687,3610006654084449,3610006654185189,3610006654197049,3610006654449621,3610006654452501,3610006654458481,1,15,120,1,model.layers.3.self_attn.compressor.state_cache
3610007346186318,3610007347230195,3610007347338636,3610007347900710,3610007348118671,3610007348136981,3610007348602595,3610007349708802,3610007349720112,1,14,112,4,model.layers.2.self_attn.indexer.k_cache
3610007350525768,3610007350703799,3610007350705139,3610007350706029,3610007350810970,3610007350826040,3610007350912481,3610007350966161,3610007350974881,0,14,112,4,model.layers.2.self_attn.attn
3610007351804587,3610007351980228,3610007351981298,3610007351982148,3610007352100409,3610007352115799,3610007352480222,3610007352483642,3610007352491032,0,14,112,128,model.layers.3.self_attn.attn
3610007353359168,3610007353544219,3610007353545689,3610007353546549,3610007353650010,3610007353662740,3610007354025163,3610007354028203,3610007354035023,0,14,112,1,model.layers.0.self_attn.swa_cache
3610007354809578,3610007354980649,3610007354981859,3610007354982619,3610007355084200,3610007355096910,3610007355184831,3610007355187241,3610007355194891,0,14,112,1,model.layers.1.self_attn.swa_cache
3610007356142418,3610007356312449,3610007356314089,3610007356314829,3610007356418160,3610007356430490,3610007356515400,3610007356517650,3610007356525720,0,14,112,1,model.layers.2.self_attn.compressor.state_cache
3610007357170035,3610007357318316,3610007357319666,3610007357320416,3610007357411127,3610007357422737,3610007357497007,3610007357498667,3610007357505617,0,14,112,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610007358314673,3610007358455754,3610007358457064,3610007358457734,3610007358551655,3610007358563055,3610007358642605,3610007358644265,3610007358651895,0,14,112,1,model.layers.3.self_attn.compressor.state_cache
3610007741544559,3610007742072772,3610007742149413,3610007742430935,3610007742536526,3610007742552846,3610007742842698,3610007817518673,3610007817528413,1,14,112,4,model.layers.2.self_attn.indexer.k_cache
3610007819004893,3610007819566097,3610007819642168,3610007819972900,3610007820106231,3610007820121111,3610007820393113,3610007821008117,3610007821016887,1,14,112,4,model.layers.2.self_attn.attn
3610007822301616,3610007822805210,3610007822880620,3610007823142722,3610007823246913,3610007823260873,3610007823516815,3610007823519905,3610007823526165,1,14,112,128,model.layers.3.self_attn.attn
3610007824817654,3610007825326798,3610007825404778,3610007825658850,3610007825758181,3610007825770481,3610007826021963,3610007826024573,3610007826030813,1,14,112,1,model.layers.0.self_attn.swa_cache
3610007827292321,3610007827778595,3610007827856405,3610007828121597,3610007828223938,3610007828235988,3610007828486610,3610007828489090,3610007828495050,1,14,112,1,model.layers.1.self_attn.swa_cache
3610007829728949,3610007830218582,3610007830295993,3610007830543944,3610007830645475,3610007830657495,3610007830909227,3610007830911957,3610007830918077,1,14,112,1,model.layers.2.self_attn.compressor.state_cache
3610007832050505,3610007832540458,3610007832615689,3610007832862961,3610007832962061,3610007832973671,3610007833223433,3610007833225953,3610007833231943,1,14,112,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610007834512832,3610007835013906,3610007835088746,3610007835338518,3610007835440289,3610007835452319,3610007835700451,3610007835703171,3610007835709101,1,14,112,1,model.layers.3.self_attn.compressor.state_cache
3610008517248673,3610008518047378,3610008518155979,3610008518601132,3610008518838934,3610008518860824,3610008519452488,3610008520807348,3610008520819618,1,13,104,4,model.layers.2.self_attn.indexer.k_cache
3610008521782005,3610008522004356,3610008522006166,3610008522007266,3610008522141217,3610008522160277,3610008522270418,3610008522341008,3610008522352149,0,13,104,4,model.layers.2.self_attn.attn
3610008523394036,3610008523624177,3610008523626118,3610008523627148,3610008523756598,3610008523775559,3610008525416780,3610008525419890,3610008525426510,0,13,104,128,model.layers.3.self_attn.attn
3610008526246916,3610008526410417,3610008526411517,3610008526412357,3610008526512018,3610008526523498,3610008526874310,3610008526876890,3610008526882670,0,13,104,1,model.layers.0.self_attn.swa_cache
3610008527573305,3610008527733226,3610008527734406,3610008527735206,3610008527824087,3610008527835237,3610008527909268,3610008527910948,3610008527917278,0,13,104,1,model.layers.1.self_attn.swa_cache
3610008528774234,3610008528919025,3610008528920245,3610008528921035,3610008529015765,3610008529026785,3610008529107456,3610008529109216,3610008529114966,0,13,104,1,model.layers.2.self_attn.compressor.state_cache
3610008529699700,3610008529855231,3610008529856441,3610008529857191,3610008529953712,3610008529965272,3610008530042933,3610008530044963,3610008530051013,0,13,104,1,model.layers.2.self_attn.indexer.compressor.state_cache
3610008530875548,3610008531044960,3610008531046320,3610008531047070,3610008531143640,3610008531155840,3610008531236461,3610008531238351,3610008531244821,0,13,104,1,model.layers.3.self_attn.compressor.state_cache
3610008919116847,3610008919679181,3610008919756852,3610008920068784,3610008920177055,3610008920193295,3610008920472207,3610008966997564,3610008967007064,1,13,104,4,model.layers.2.self_attn.indexer.k_cache
3610008968299963,3610008968818447,3610008968898727,3610008969175019,3610008969284600,3610008969299240,3610008969575932,3610008970195876,3610008970204576,1,13,104,4,model.layers.2.self_attn.attn
3610008972501632,3610008973382699,3610008973517950,3610008973964623,3610008974144864,3610008974169594,3610008974618427,3610008974622817,3610008974633587,1,13,104,128,model.layers.3.self_attn.attn
3610008976904713,3610008977779339,3610008977919090,3610008978362274,3610008978517705,3610008978529685,3610008978785357,3610008978788087,3610008978793887,1,13,104,1,model.layers.0.self_attn.swa_cache
