Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,1,796.736,0,0,0,0,796.75,0,0,331.75
0,2,793.496,0,0,0,0,793.5,0,0,707.25
0,3,798.856,0,0,0,0,798.75,0,0,1228.5
0,4,792.896,0,0,0,0,793.0,0,0,1716.5
