3615109796518651,3615109812271754,3615109812764985,3615109832937312,3615109833163292,3615109833294542,3615109877866400,1,7,7,1,0
3615109976763944,3615109986357162,3615109986758013,3615109993196808,3615109993333348,3615109993440628,3615110026361386,1,7,7,0,0
3615110055067141,3615110056759032,3615110057145093,3615110063294588,3615110063424298,3615110063526698,3615110094662744,1,7,7,0,0
3615110115315182,3615110116950573,3615110117317514,3615110123369349,3615110123496679,3615110123595989,3615110154677765,1,7,7,0,0
3615110554578135,3615110556906017,3615110557291968,3615110563762693,3615110563893583,3615110563995803,3615110595858130,1,7,7,1,0
3615110616994008,3615110618657530,3615110619027830,3615110625176445,3615110625308265,3615110625416196,3615110656451642,1,7,7,0,0
3615110677045060,3615110678661391,3615110679025271,3615110685107386,3615110685236797,3615110685336167,3615110716223683,1,7,7,0,0
3615110738292992,3615110739902523,3615110740279794,3615110746343949,3615110746472459,3615110746572389,3615110777627266,1,7,7,0,0
3615110798810564,3615110800450095,3615110800813955,3615110806915301,3615110807043801,3615110807147731,3615110838338378,1,7,7,0,0
3615110860229816,3615110861897618,3615110862271658,3615110868506953,3615110868638233,3615110868739874,3615110900112940,1,7,7,0,0
3615110921099258,3615110922732830,3615110923103430,3615110929234575,3615110929364905,3615110929468265,3615110960638352,1,7,7,0,0
3615110982028960,3615110983668652,3615110984057382,3615110990223587,3615110990354948,3615110990457518,3615111021771104,1,7,7,0,0
3615111043269823,3615111045004864,3615111045384125,3615111051596250,3615111051728310,3615111051828790,3615111083038747,1,7,7,0,0
3615111469919468,3615111476786224,3615111477177754,3615111483697670,3615111483831290,3615111483930440,3615111516481058,1,7,7,1,0
3615111537531576,3615111539221897,3615111539590347,3615111545790963,3615111545924903,3615111546024733,3615111577395310,1,7,7,0,0
3615111598426428,3615111600081099,3615111600485140,3615111606554295,3615111606681165,3615111606779595,3615111637752961,1,7,7,0,0
3615111657776959,3615111659391210,3615111659746660,3615111665703345,3615111665833485,3615111665935866,3615111696736582,1,7,7,0,0
3615111717032610,3615111718638431,3615111718999031,3615111725078726,3615111725211927,3615111725312227,3615111756164423,1,7,7,0,0
3615111776560811,3615111778204372,3615111778568572,3615111784675188,3615111784804708,3615111784905598,3615111815881875,1,7,7,0,0
3615113013735468,3615113016072840,3615113016447840,3615113022839026,3615113022967986,3615113023067426,3615113055088214,1,7,7,1,0
3615113426766486,3615113428492687,3615113428867997,3615113435142973,3615113435270763,3615113435368763,3615113465773899,1,7,7,1,0
3615113841282666,3615113842997697,3615113843369887,3615113849730903,3615113849857493,3615113849958283,3615113879110759,1,7,7,1,0
3615114240952144,3615114242566775,3615114242880556,3615114248727501,3615114248843681,3615114248924101,3615114279454528,1,7,7,1,0
3615114665143814,3615114674809342,3615114675236473,3615114689021515,3615114689204725,3615114689315585,3615114735031335,2,14,14,1,0
3615115505676131,3615115515342320,3615115515730340,3615115524314087,3615115524450118,3615115524552208,3615115562611221,2,14,14,1,0
3615116018252453,3615116020209474,3615116020719815,3615116032727395,3615116032933726,3615116033077796,3615116073144531,4,28,28,1,0
3615116487224007,3615116489201088,3615116489679599,3615116501770829,3615116501972580,3615116502104130,3615116551140363,6,42,42,1,0
3615116962834328,3615116964771190,3615116965241230,3615116972247426,3615116972447896,3615116972580777,3615117010679550,8,56,56,1,0
3615117438444780,3615117440387722,3615117440845232,3615117452860003,3615117453068233,3615117453197773,3615117493007739,10,70,70,1,0
3615117916789666,3615117918708608,3615117919169518,3615117927049545,3615117927248816,3615117927377726,3615117964616959,12,84,84,1,0
3615118407445925,3615118414207711,3615118414623211,3615118425542971,3615118425652281,3615118425769331,3615118459251801,12,84,84,1,0
3615118540789804,3615118542441885,3615118542811225,3615118548917281,3615118549003871,3615118549101661,3615118581264180,12,84,84,0,0
3615118603146139,3615118604780321,3615118605148061,3615118611326747,3615118611422667,3615118611526707,3615118642960925,12,84,84,0,0
3615118672853052,3615118674441393,3615118674806823,3615118680954439,3615118681052089,3615118681159849,3615118712451837,12,84,84,0,0
3615118733921887,3615118735509898,3615118735877758,3615118742037804,3615118742133864,3615118742242164,3615118773619852,12,84,84,0,0
3615118796832843,3615118798426595,3615118798787005,3615118804965060,3615118805062280,3615118805171151,3615118836509509,12,84,84,0,0
3615118860448450,3615118862041182,3615118862405892,3615118868649908,3615118868746618,3615118868852758,3615118900044336,12,84,84,0,0
