Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,GroupedMatmulSwigluQuantV2,MIX_AIC,4,477.129,118.242,119.282,121.403,100
