Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,1,118.762,0,0,0,0,118.75,0,0,544.25
0,2,118.722,0,0,0,0,118.75,0,0,378.75
0,3,118.242,0,0,0,0,118.25,0,0,395.5
0,4,121.402,0,0,0,0,121.5,0,0,385.5
