Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
0,GroupedMatmulSwigluQuantV2_fa3d6d3de6e1f32e170e39d2ddd3a20e_2,MIX_AIC,47,17,118.762,1790306117004221.578	,1790306117004340.340	
0,GroupedMatmulSwigluQuantV2_fa3d6d3de6e1f32e170e39d2ddd3a20e_2,MIX_AIC,47,18,118.722,1790306117004706.427	,1790306117004825.150	
0,GroupedMatmulSwigluQuantV2_fa3d6d3de6e1f32e170e39d2ddd3a20e_2,MIX_AIC,47,19,118.242,1790306117005175.537	,1790306117005293.779	
0,GroupedMatmulSwigluQuantV2_fa3d6d3de6e1f32e170e39d2ddd3a20e_2,MIX_AIC,47,20,121.402,1790306117005629.946	,1790306117005751.348	
0,N/A,PROFILING_DISABLE,48,4,0.000,1790306117011204.217	,1790306117011204.217	
