3613530302716985,3613530854972354,3613530855233409,3613530857173698,16,8,8
3613531332510648,3613531332690687,3613531332810990,3613531333136202,16,8,8
3613531335617709,3613531335755511,3613531335872855,3613531336189476,16,8,8
3613532159574126,3613532159963864,3613532160204430,3613532160641935,15,8,8
3613532593474028,3613532593628759,3613532593744082,3613532594087593,15,8,8
3613532596700003,3613532596834285,3613532596953438,3613532597259591,15,8,8
3613533319876993,3613533320179326,3613533320408383,3613533320836818,14,8,8
3613533728373857,3613533768446730,3613533768625340,3613533769055765,14,8,8
3613533772523757,3613533772715296,3613533772873717,3613533773310952,14,8,8
3613534504196647,3613534504576405,3613534504873498,3613534505423477,13,8,8
3613534948561968,3613534948727578,3613534948860601,3613534949191252,13,8,8
3613534951846591,3613534952032560,3613534952167952,3613534952510373,13,8,8
3613535658901679,3613535659181463,3613535659387241,3613535659750921,12,8,8
3613536055563383,3613536113877068,3613536114291295,3613536115210012,12,8,8
3613536121870694,3613536122159137,3613536122416973,3613536122888616,12,8,8
3613536910099051,3613536910429372,3613536910681598,3613536911198089,11,8,8
3613537308565980,3613537405591796,3613537405969005,3613537406810857,11,8,8
3613537412136175,3613537412305596,3613537412452037,3613537412839985,11,8,8
3613538204288738,3613538204742492,3613538205148349,3613538205735996,10,8,8
3613538669513305,3613538669690125,3613538669823568,3613538670180828,10,8,8
3613538672977530,3613538673135791,3613538673269993,3613538673591705,10,8,8
3613539401673959,3613539402014900,3613539402309643,3613539402842883,9,8,8
3613539819772161,3613539855871116,3613539856210067,3613539856631793,9,8,8
3613539860168684,3613539860389611,3613539860576071,3613539860995267,9,8,8
3613540605564327,3613540605866540,3613540606083518,3613540606485976,8,8,8
3613541019223372,3613541039459713,3613541040372982,3613541040869814,8,8,8
3613541044762595,3613541045005861,3613541045220189,3613541045698912,8,8,8
3613541806372500,3613541806673374,3613541806888921,3613541807306798,7,7,7
3613542246526063,3613542246681564,3613542246795998,3613542247142338,7,7,7
3613542249984109,3613542250118821,3613542250233665,3613542250569356,7,7,7
3613542990726766,3613542991044148,3613542991261526,3613542991656144,6,6,6
3613543415278554,3613543415462444,3613543415600546,3613543415938677,6,6,6
3613543418586509,3613543418764709,3613543418893402,3613543419213674,6,6,6
3613544113929210,3613544114325618,3613544114611102,3613544115019439,5,5,5
3613544528047311,3613544560596131,3613544560882745,3613544561570507,5,5,5
3613544567636418,3613544567943751,3613544568220535,3613544568912667,5,5,5
3613545295073127,3613545295336892,3613545295557990,3613545295951398,4,4,4
3613545708497769,3613545763940193,3613545764223867,3613545764710670,4,4,4
3613545768332378,3613545768506529,3613545768651701,3613545769066757,4,4,4
3613546478942710,3613546479322209,3613546479609223,3613546480179231,3,3,3
3613546895248412,3613546911498439,3613546911735006,3613546912225109,3,3,3
3613546914860592,3613546915000574,3613546915111148,3613546915421841,3,3,3
3613547631961296,3613547632238501,3613547632442799,3613547632822418,2,2,2
3613548034286468,3613548069569022,3613548069901924,3613548070660062,2,2,2
3613548075052458,3613548075191381,3613548075306244,3613548075636556,2,2,2
3613548819751563,3613548820062465,3613548820275784,3613548820667072,1,1,1
3613549221609591,3613549246074108,3613549246393840,3613549246976818,1,1,1
3613549251472389,3613549251716036,3613549251852558,3613549252273875,1,1,1
3613645947133313,3613645973847237,3613645974067347,3613645974426771,1,1,91
3613646098352377,3613646116317456,3613646116453920,3613646116803324,1,1,96
3613646174083459,3613646178088998,3613646178200173,3613646178548098,1,1,102
3613646639466944,3613646676830698,3613646676945503,3613646677287468,1,1,89
3613646734133087,3613646739966955,3613646740091199,3613646740433004,1,1,92
3613646795329831,3613646801903925,3613646802082297,3613646802435491,1,1,93
3613646859499691,3613646863633415,3613646863739260,3613646864091244,1,1,97
3613646918950273,3613646926490003,3613646926603238,3613646926873176,1,1,102
3613647385120596,3613647419821813,3613647419937508,3613647420222035,1,1,97
3613647476579427,3613647486494980,3613647486607535,3613647486942660,1,1,100
3613647542694409,3613647547790650,3613647547892555,3613647548181852,1,1,102
3613647603030732,3613647607648524,3613647607753239,3613647608100553,1,1,108
3613647665023210,3613647667738917,3613647667837903,3613647668473804,1,1,112
3613654323293633,3613654363599934,3613654363834654,3613654364308723,12,8,32877
3613654493907511,3613654497316060,3613654497428085,3613654497793319,12,8,32880
3613654557749108,3613654561300110,3613654561422265,3613654561797598,12,8,32883
3613654621018190,3613654624464427,3613654624574962,3613654624922387,12,8,32884
3613654683467560,3613654686968845,3613654687070841,3613654687421795,12,8,32887
3613654746734759,3613654750079920,3613654750185676,3613654750539570,12,8,32892
3613654809856703,3613654813413046,3613654813535260,3613654813942872,12,8,32894
3613654872401383,3613654875890189,3613654875999434,3613654876359658,12,8,32896
3613654934585160,3613654938084145,3613654938189170,3613654938535805,12,8,32899
3613654996615803,3613655000179085,3613655000324288,3613655000751029,12,8,32905
3613655059291587,3613655062714465,3613655062824550,3613655063171705,12,8,32909
3613655125645908,3613655126074519,3613655126173775,3613655126507840,12,8,32911
3613655187405593,3613655191246483,3613655191363878,3613655191717942,12,8,32915
3613655249911985,3613655253600462,3613655253709287,3613655254067651,12,8,32916
3613655312932134,3613655316485317,3613655316595692,3613655316946247,12,8,32917
3613655376051649,3613655379619101,3613655379729366,3613655380087170,12,8,32918
