3613529790987006,3613530344685749,3613530344872389,3613530346329755,16,8,8
3613530989830339,3613531321864489,3613531322737069,3613531324185806,16,8,8
3613531330463905,3613531330617386,3613531330735690,3613531331027433,16,8,8
3613532154683966,3613532154963930,3613532155151210,3613532155511739,15,8,8
3613532578403452,3613532585124276,3613532585243750,3613532585888773,15,8,8
3613532592355502,3613532592691363,3613532592941708,3613532593594501,15,8,8
3613533318828413,3613533319112617,3613533319315325,3613533319661776,14,8,8
3613533692418419,3613533767204801,3613533767500634,3613533768455679,14,8,8
3613533773543839,3613533773717309,3613533773844692,3613533774171543,14,8,8
3613534499591609,3613534499872283,3613534500094891,3613534500454030,13,8,8
3613534877115517,3613534941665911,3613534941959334,3613534942658574,13,8,8
3613534947508338,3613534947724796,3613534947908255,3613534948414356,13,8,8
3613535656224072,3613535656526094,3613535656751631,3613535657122780,12,8,8
3613536074273519,3613536112883345,3613536113167868,3613536113841960,12,8,8
3613536119381015,3613536119567695,3613536119709517,3613536120076956,12,8,8
3613536913289720,3613536913845099,3613536914138142,3613536914659932,11,6,8
3613537415907881,3613537416161157,3613537416304859,3613537416709566,11,6,8
3613537419687557,3613537419845038,3613537419975261,3613537420337470,11,6,8
3613538206575538,3613538207008564,3613538207323186,3613538207831617,10,6,8
3613538616924111,3613538662245066,3613538662521230,3613538663199942,10,6,8
3613538668955987,3613538669102098,3613538669243080,3613538669534314,10,6,8
3613539400480597,3613539400809758,3613539401059984,3613539401425493,9,7,8
3613539800211803,3613539854907070,3613539855375584,3613539856231986,9,7,8
3613539861400614,3613539861612382,3613539861795492,3613539862153442,9,7,8
3613540606180623,3613540606463357,3613540606647596,3613540607003796,8,8,8
3613541001004027,3613541038120369,3613541038288449,3613541038697706,8,8,8
3613541041575534,3613541041771683,3613541041902596,3613541042218348,8,8,8
3613541811299474,3613541811672703,3613541811937728,3613541812337416,7,6,8
3613542204434436,3613542238312024,3613542238490894,3613542238872893,7,6,8
3613542241649567,3613542241829427,3613542241987028,3613542242254873,7,6,8
3613542993860231,3613542994238090,3613542994508984,3613542994901702,6,4,8
3613543376346355,3613543407509319,3613543407773115,3613543408466136,6,4,8
3613543413623187,3613543413814156,3613543413976637,3613543414313168,6,4,8
3613544112832971,3613544113162853,3613544113361852,3613544113787768,5,3,8
3613544494533924,3613544560781711,3613544561109443,3613544562019112,5,3,8
3613544568116791,3613544568407675,3613544568639552,3613544569285546,5,3,8
3613545303036713,3613545303509816,3613545303705815,3613545304117812,4,4,4
3613545726334666,3613545763777102,3613545765504176,3613545766349999,4,4,4
3613545771579278,3613545771833323,3613545772023203,3613545772475778,4,4,4
3613546481547275,3613546481891656,3613546482094195,3613546482505732,3,3,5
3613546905744429,3613546911184066,3613546911339308,3613546911748835,3,3,5
3613546914799556,3613546915070371,3613546915238611,3613546915691626,3,3,5
3613547631876211,3613547632146406,3613547632347374,3613547632747592,2,2,6
3613548050141879,3613548069539144,3613548069792660,3613548070465703,2,2,6
3613548075842585,3613548076097640,3613548076326708,3613548076907746,2,2,6
3613548817755913,3613548818089104,3613548818303973,3613548818647374,1,1,7
3613549244458377,3613549246049089,3613549246184872,3613549246522523,1,1,7
3613549249292710,3613549249444851,3613549249572404,3613549249886277,1,1,7
3613645995284519,3613645995602245,3613645995816435,3613645997090578,1,1,97
3613646127260382,3613646127429605,3613646127562769,3613646127953961,1,1,102
3613646188923749,3613646189084252,3613646189210906,3613646189605648,1,1,108
3613646687611323,3613646687769496,3613646687882971,3613646688293542,1,1,95
3613646750865624,3613646751019227,3613646751153571,3613646751549963,1,1,98
3613646812760236,3613646812913759,3613646813064952,3613646813464174,1,1,99
3613646874321473,3613646874483236,3613646874620010,3613646875018072,1,1,103
3613646937454640,3613646937610683,3613646937752516,3613646938073362,1,1,108
3613647431135944,3613647431328045,3613647431460219,3613647431782885,1,1,103
3613647497803041,3613647497963944,3613647498092168,3613647498496040,1,1,106
3613647558369023,3613647558522396,3613647558649001,3613647558965926,1,1,108
3613647618120012,3613647618271685,3613647618398619,3613647618782062,1,1,114
3613647678195708,3613647678339151,3613647678469305,3613647678852348,1,1,118
