3607668563959282,3607668570387422,3607668607178993,3607669163632893,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3607669164129415,3607669164141355,3607669164493116,3607669165168658,0,16,128,4,model.layers.2.self_attn.attn
3607669165696879,3607669165703619,3607669165970910,3607669166835673,0,16,128,128,model.layers.3.self_attn.attn
3607669167222794,3607669167227894,3607669167505715,3607669168363988,0,16,128,1,model.layers.0.self_attn.swa_cache
3607669168723669,3607669168729379,3607669168994869,3607669169497451,0,16,128,1,model.layers.1.self_attn.swa_cache
3607669169862852,3607669169868362,3607669170271973,3607669170777845,0,16,128,1,model.layers.2.self_attn.compressor.state_cache
3607669170962535,3607669170967095,3607669171262266,3607669171681348,0,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607669171982329,3607669171986659,3607669172294499,3607669172721531,0,16,128,1,model.layers.3.self_attn.compressor.state_cache
3607670026434553,3607670027074205,3607670027274016,3607670371816672,1,16,128,4,model.layers.2.self_attn.indexer.k_cache
3607670372378634,3607670373931179,3607670374418640,3607670377610390,1,16,128,4,model.layers.2.self_attn.attn
3607670378117131,3607670379074434,3607670379380635,3607670381406761,1,16,128,128,model.layers.3.self_attn.attn
3607670381884923,3607670382786576,3607670382995466,3607670384336690,1,16,128,1,model.layers.0.self_attn.swa_cache
3607670384645951,3607670385280413,3607670385493004,3607670386799428,1,16,128,1,model.layers.1.self_attn.swa_cache
3607670387095599,3607670387730731,3607670387939101,3607670389278705,1,16,128,1,model.layers.2.self_attn.compressor.state_cache
3607670389442646,3607670390084578,3607670390291328,3607670391637843,1,16,128,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607670391935793,3607670392623986,3607670392826116,3607670394130400,1,16,128,1,model.layers.3.self_attn.compressor.state_cache
3607671198985255,3607671200643590,3607671201297142,3607671210067318,1,15,120,4,model.layers.2.self_attn.indexer.k_cache
3607671210284959,3607671210320119,3607671210560970,3607671211032711,0,15,120,4,model.layers.2.self_attn.attn
3607671211359422,3607671211396042,3607671211611133,3607671212315215,0,15,120,128,model.layers.3.self_attn.attn
3607671212637726,3607671212672436,3607671212891177,3607671213556619,0,15,120,1,model.layers.0.self_attn.swa_cache
3607671213861200,3607671213895240,3607671214108471,3607671214525012,0,15,120,1,model.layers.1.self_attn.swa_cache
3607671214838463,3607671214871563,3607671215175194,3607671215589355,0,15,120,1,model.layers.2.self_attn.compressor.state_cache
3607671215748295,3607671215785256,3607671216029346,3607671216451488,0,15,120,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607671216763879,3607671216802099,3607671217107670,3607671217518511,0,15,120,1,model.layers.3.self_attn.compressor.state_cache
3607671619325581,3607671619985503,3607671620218934,3607671718703453,1,15,120,4,model.layers.2.self_attn.indexer.k_cache
3607671719279145,3607671720994570,3607671721522542,3607671724629411,1,15,120,4,model.layers.2.self_attn.attn
3607671725062082,3607671725925945,3607671726200586,3607671727973871,1,15,120,128,model.layers.3.self_attn.attn
3607671728414533,3607671729258215,3607671729532706,3607671731149011,1,15,120,1,model.layers.0.self_attn.swa_cache
3607671731452992,3607671732082244,3607671732284674,3607671733576198,1,15,120,1,model.layers.1.self_attn.swa_cache
3607671733879329,3607671734494191,3607671734692012,3607671735982906,1,15,120,1,model.layers.2.self_attn.compressor.state_cache
3607671736163096,3607671736805608,3607671737001279,3607671738289043,1,15,120,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607671738590664,3607671739246296,3607671739444776,3607671740741800,1,15,120,1,model.layers.3.self_attn.compressor.state_cache
3607672463654636,3607672465475931,3607672466029213,3607672469776115,1,14,112,4,model.layers.2.self_attn.indexer.k_cache
3607672470144266,3607672470192996,3607672470526247,3607672471197269,0,14,112,4,model.layers.2.self_attn.attn
3607672471648490,3607672471693910,3607672471997301,3607672472826184,0,14,112,128,model.layers.3.self_attn.attn
3607672473185795,3607672473219165,3607672473443286,3607672474136978,0,14,112,1,model.layers.0.self_attn.swa_cache
3607672474440449,3607672474472649,3607672474699320,3607672475121831,0,14,112,1,model.layers.1.self_attn.swa_cache
3607672475469302,3607672475508582,3607672475837273,3607672476294434,0,14,112,1,model.layers.2.self_attn.compressor.state_cache
3607672476463045,3607672476497035,3607672476738226,3607672477180457,0,14,112,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607672477497298,3607672477539858,3607672477853759,3607672478281150,0,14,112,1,model.layers.3.self_attn.compressor.state_cache
3607672894271454,3607672894964546,3607672895197027,3607672924302725,1,14,112,4,model.layers.2.self_attn.indexer.k_cache
3607672924910027,3607672926621722,3607672927152224,3607672931345237,1,14,112,4,model.layers.2.self_attn.attn
3607672931668858,3607672932321910,3607672932527850,3607672933837454,1,14,112,128,model.layers.3.self_attn.attn
3607672934148955,3607672934785077,3607672934990198,3607672936349772,1,14,112,1,model.layers.0.self_attn.swa_cache
3607672936658603,3607672937291195,3607672937500495,3607672938841559,1,14,112,1,model.layers.1.self_attn.swa_cache
3607672939146720,3607672939776272,3607672939976453,3607672941286887,1,14,112,1,model.layers.2.self_attn.compressor.state_cache
3607672941457007,3607672942109009,3607672942311980,3607672943620904,1,14,112,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607672943916775,3607672944611767,3607672944817768,3607672946142402,1,14,112,1,model.layers.3.self_attn.compressor.state_cache
3607673655349546,3607673657675983,3607673658497116,3607673661577495,1,13,104,4,model.layers.2.self_attn.indexer.k_cache
3607673661926386,3607673661965066,3607673662226427,3607673662739318,0,13,104,4,model.layers.2.self_attn.attn
3607673663102260,3607673663140190,3607673663377110,3607673664139133,0,13,104,128,model.layers.3.self_attn.attn
3607673664494014,3607673664532834,3607673664765315,3607673665502917,0,13,104,1,model.layers.0.self_attn.swa_cache
3607673665835588,3607673665874558,3607673666102949,3607673666655750,0,13,104,1,model.layers.1.self_attn.swa_cache
3607673666974881,3607673667011271,3607673667320542,3607673667741394,0,13,104,1,model.layers.2.self_attn.compressor.state_cache
3607673667932184,3607673667964644,3607673668205225,3607673668635476,0,13,104,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607673668947517,3607673668988777,3607673669302808,3607673669724290,0,13,104,1,model.layers.3.self_attn.compressor.state_cache
3607674066144924,3607674066823576,3607674067049017,3607674146949270,1,13,104,4,model.layers.2.self_attn.indexer.k_cache
3607674147512861,3607674149223716,3607674149749658,3607674154705153,1,13,104,4,model.layers.2.self_attn.attn
3607674155027984,3607674155644866,3607674155840817,3607674157154551,1,13,104,128,model.layers.3.self_attn.attn
3607674157459671,3607674158082723,3607674158283554,3607674159579548,1,13,104,1,model.layers.0.self_attn.swa_cache
3607674159885169,3607674160524081,3607674160723241,3607674162013245,1,13,104,1,model.layers.1.self_attn.swa_cache
3607674162317406,3607674162935808,3607674163132859,3607674164424623,1,13,104,1,model.layers.2.self_attn.compressor.state_cache
3607674164588523,3607674165222465,3607674165427046,3607674166711610,1,13,104,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607674167006050,3607674167654312,3607674167853473,3607674169154427,1,13,104,1,model.layers.3.self_attn.compressor.state_cache
3607674963315070,3607674965656077,3607674966433589,3607674970340991,1,12,96,4,model.layers.2.self_attn.indexer.k_cache
3607674970613592,3607674970649332,3607674970886753,3607674971372234,0,12,96,4,model.layers.2.self_attn.attn
3607674971707305,3607674971742745,3607674971962056,3607674972677688,0,12,96,128,model.layers.3.self_attn.attn
3607674973012309,3607674973046999,3607674973269080,3607674973956472,0,12,96,1,model.layers.0.self_attn.swa_cache
3607674974265133,3607674974299783,3607674974519254,3607674974958595,0,12,96,1,model.layers.1.self_attn.swa_cache
3607674975299756,3607674975332986,3607674975644607,3607674976087329,0,12,96,1,model.layers.2.self_attn.compressor.state_cache
3607674976245549,3607674976283369,3607674976525060,3607674976944481,0,12,96,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607674977255062,3607674977294932,3607674977602413,3607674978028405,0,12,96,1,model.layers.3.self_attn.compressor.state_cache
3607675375010661,3607675375682183,3607675375906853,3607675431797093,1,12,96,4,model.layers.2.self_attn.indexer.k_cache
3607675432380125,3607675433994480,3607675434494281,3607675438028762,1,12,96,4,model.layers.2.self_attn.attn
3607675438404453,3607675439123165,3607675439354366,3607675440890391,1,12,96,128,model.layers.3.self_attn.attn
3607675441253212,3607675441993994,3607675442237985,3607675443734199,1,12,96,1,model.layers.0.self_attn.swa_cache
3607675444103711,3607675444865953,3607675445062634,3607675446360857,1,12,96,1,model.layers.1.self_attn.swa_cache
3607675446665248,3607675447281460,3607675447482291,3607675448759465,1,12,96,1,model.layers.2.self_attn.compressor.state_cache
3607675448928165,3607675449513637,3607675449697718,3607675450992372,1,12,96,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607675451296702,3607675451954724,3607675452167325,3607675453463489,1,12,96,1,model.layers.3.self_attn.compressor.state_cache
3607676217483111,3607676219300956,3607676219861678,3607676223668899,1,11,88,4,model.layers.2.self_attn.indexer.k_cache
3607676224051961,3607676224102551,3607676224453792,3607676225190304,0,11,88,4,model.layers.2.self_attn.attn
3607676225663115,3607676225708686,3607676226053437,3607676226837749,0,11,88,128,model.layers.3.self_attn.attn
3607676227166160,3607676227231510,3607676227510791,3607676228255753,0,11,88,1,model.layers.0.self_attn.swa_cache
3607676228614014,3607676228654084,3607676228907095,3607676229360117,0,11,88,1,model.layers.1.self_attn.swa_cache
3607676229742548,3607676229792678,3607676230152079,3607676230612790,0,11,88,1,model.layers.2.self_attn.compressor.state_cache
3607676230813101,3607676230846591,3607676231095372,3607676231524233,0,11,88,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607676231915844,3607676231963435,3607676232297116,3607676232746567,0,11,88,1,model.layers.3.self_attn.compressor.state_cache
3607676691475921,3607676692182433,3607676692407014,3607676697538939,1,11,88,4,model.layers.2.self_attn.indexer.k_cache
3607676697832900,3607676698475112,3607676698675243,3607676701249251,1,11,88,4,model.layers.2.self_attn.attn
3607676701863152,3607676703185686,3607676703649178,3607676706692407,1,11,88,128,model.layers.3.self_attn.attn
3607676707436409,3607676708757153,3607676709064154,3607676711335421,1,11,88,1,model.layers.0.self_attn.swa_cache
3607676711928333,3607676713005716,3607676713311057,3607676715583414,1,11,88,1,model.layers.1.self_attn.swa_cache
3607676716220386,3607676717116839,3607676717438480,3607676719349646,1,11,88,1,model.layers.2.self_attn.compressor.state_cache
3607676719641276,3607676720414199,3607676720636179,3607676722069064,1,11,88,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607676722409445,3607676723062087,3607676723261727,3607676724550471,1,11,88,1,model.layers.3.self_attn.compressor.state_cache
3607677495262623,3607677496617668,3607677498092502,3607677502026604,1,10,80,4,model.layers.2.self_attn.indexer.k_cache
3607677502396185,3607677502451015,3607677502817296,3607677503543169,0,10,80,4,model.layers.2.self_attn.attn
3607677504049580,3607677504100100,3607677504431151,3607677505340834,0,10,80,128,model.layers.3.self_attn.attn
3607677505662735,3607677505697575,3607677505912606,3607677506578278,0,10,80,1,model.layers.0.self_attn.swa_cache
3607677506876699,3607677506929599,3607677507142860,3607677507556111,0,10,80,1,model.layers.1.self_attn.swa_cache
3607677507872712,3607677507907742,3607677508243363,3607677508664434,0,10,80,1,model.layers.2.self_attn.compressor.state_cache
3607677508823965,3607677508857605,3607677509088895,3607677509511297,0,10,80,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607677509821958,3607677509857638,3607677510186229,3607677510630450,0,10,80,1,model.layers.3.self_attn.compressor.state_cache
3607677910737426,3607677911462938,3607677911691499,3607677972523234,1,10,80,4,model.layers.2.self_attn.indexer.k_cache
3607677973134386,3607677974897991,3607677975489903,3607677979323084,1,10,80,4,model.layers.2.self_attn.attn
3607677979664786,3607677980362268,3607677980572858,3607677982008963,1,10,80,128,model.layers.3.self_attn.attn
3607677982351404,3607677983019446,3607677983226386,3607677984706581,1,10,80,1,model.layers.0.self_attn.swa_cache
3607677985010302,3607677985703314,3607677985907034,3607677987406939,1,10,80,1,model.layers.1.self_attn.swa_cache
3607677987735940,3607677988466482,3607677988732903,3607677990114737,1,10,80,1,model.layers.2.self_attn.compressor.state_cache
3607677990279428,3607677991015220,3607677991242371,3607677992645865,1,10,80,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607677992966276,3607677993655338,3607677993853789,3607677995123493,1,10,80,1,model.layers.3.self_attn.compressor.state_cache
3607678760293378,3607678762314304,3607678763107297,3607678766256356,1,9,72,4,model.layers.2.self_attn.indexer.k_cache
3607678766570817,3607678766612117,3607678766895578,3607678767440500,0,9,72,4,model.layers.2.self_attn.attn
3607678767843591,3607678767886571,3607678768150572,3607678768945964,0,9,72,128,model.layers.3.self_attn.attn
3607678769330065,3607678769369546,3607678769620376,3607678770399209,0,9,72,1,model.layers.0.self_attn.swa_cache
3607678770757770,3607678770798220,3607678771040351,3607678771537762,0,9,72,1,model.layers.1.self_attn.swa_cache
3607678771857193,3607678771897373,3607678772230934,3607678772651956,0,9,72,1,model.layers.2.self_attn.compressor.state_cache
3607678772816836,3607678772850506,3607678773081047,3607678773488698,0,9,72,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607678773801669,3607678773839569,3607678774148890,3607678774560931,0,9,72,1,model.layers.3.self_attn.compressor.state_cache
3607679184185026,3607679184864588,3607679185103589,3607679194681328,1,9,72,4,model.layers.2.self_attn.indexer.k_cache
3607679195239260,3607679196906095,3607679197412247,3607679202176061,1,9,72,4,model.layers.2.self_attn.attn
3607679202785043,3607679203410215,3607679203611705,3607679204918539,1,9,72,128,model.layers.3.self_attn.attn
3607679205231750,3607679205861142,3607679206063813,3607679207355257,1,9,72,1,model.layers.0.self_attn.swa_cache
3607679207656518,3607679208301360,3607679208507870,3607679209822224,1,9,72,1,model.layers.1.self_attn.swa_cache
3607679210122565,3607679210752307,3607679210955248,3607679212268152,1,9,72,1,model.layers.2.self_attn.compressor.state_cache
3607679212435612,3607679213092094,3607679213292275,3607679214611209,1,9,72,1,model.layers.2.self_attn.indexer.compressor.state_cache
3607679214907960,3607679215576162,3607679215779502,3607679217096856,1,9,72,1,model.layers.3.self_attn.compressor.state_cache
3607679942469401,3607679944725888,3607679945271470,3607679953828186,1,8,64,4,model.layers.2.self_attn.indexer.k_cache
3607679954062056,3607679954104146,3607679954349957,3607679954829129,0,8,64,4,model.layers.2.self_attn.attn
